model,approach,history,history_frames,case_study,bag_name,global_bag_id,event_id_within_bag,event_key,unsafe_start_frame_id,unsafe_end_frame_id,unsafe_start_s,unsafe_end_s,previous_unsafe_end_s,first_warning_frame_id,first_warning_s,first_warning_label,speed_at_warning_mps,lead_time_s,t_required_s,warning_raw_source_file
llava,appod,H20,20,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,0,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1373,1373,1373,123.417964,123.417964,,128,11.387543,potentially_unsafe,0.0964849466666666,112.03042099999999,0.7964849466666666,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,1,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1413,1413,1414,127.211577,127.307266,123.417964,1374,123.505378,potentially_unsafe,0.03440734,3.7061990000000122,0.73440734,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,bww2_Feb-20-2023-bww2-intloss_00000000,huron__bww2_Feb-20-2023-bww2-intloss_00000000,0,huron__bww2_Feb-20-2023-bww2-intloss_00000000::191,191,191,20.160272,20.160272,,0,0.008461,potentially_unsafe,0.05174646,20.151811,0.75174646,qwen/bww2_Feb-20-2023-bww2-intloss_00000000/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000000_h2_frame.csv
llava,appod,H20,20,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,0,huron__bww2_Feb-20-2023-bww2-intloss_00000001::321,321,321,30.12045,30.12045,,0,0.008679,potentially_unsafe,0.0489972,30.111771,0.7489972,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,1,huron__bww2_Feb-20-2023-bww2-intloss_00000001::383,383,383,35.819463,35.819463,30.12045,322,30.201885,potentially_unsafe,0.02140998,5.617577999999998,0.72140998,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,0,huron__bww2_Feb-20-2023-bww2-intloss_00000002::289,289,292,30.057883,30.330316,,0,0.010012,potentially_unsafe,0.050175895,30.047871,0.750175895,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv
llava,appod,H20,20,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,1,huron__bww2_Feb-20-2023-bww2-intloss_00000002::318,318,321,32.625853,32.931381,30.330316,293,30.430578,potentially_unsafe,0.0118525766666666,2.1952749999999988,0.7118525766666666,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,0,huron__bww8_Feb-03-2023-bww8-intloss_00000000::103,103,109,10.133288,10.696014,,14,1.579497,potentially_unsafe,0.1162832766666666,8.553791,0.8162832766666666,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,1,huron__bww8_Feb-03-2023-bww8-intloss_00000000::300,300,302,30.290092,30.470755,10.696014,110,10.805874,potentially_unsafe,0.10972974,19.484218000000002,0.8097297400000001,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,2,huron__bww8_Feb-03-2023-bww8-intloss_00000000::477,477,479,48.257437,48.482247,30.470755,303,30.569086,potentially_unsafe,0.0437113033333333,17.688351000000004,0.7437113033333334,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,3,huron__bww8_Feb-03-2023-bww8-intloss_00000000::936,936,940,93.89156,94.327979,48.482247,509,51.613923,potentially_unsafe,0.0014609666666666,42.277637,0.7014609666666666,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,4,huron__bww8_Feb-03-2023-bww8-intloss_00000000::1055,1055,1057,106.18962,106.361196,94.327979,946,94.997712,potentially_unsafe,0.11132365,11.191907999999998,0.8113236500000001,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,5,huron__bww8_Feb-03-2023-bww8-intloss_00000000::1059,1059,1063,106.573479,107.056296,106.361196,,,,,,,
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,0,huron__bww8_Feb-03-2023-bww8-intloss_00000001::263,263,264,27.035605,27.141632,,1,0.094948,potentially_unsafe,0.1233152833333333,26.940657,0.8233152833333333,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,1,huron__bww8_Feb-03-2023-bww8-intloss_00000001::362,362,362,36.752984,36.752984,27.141632,265,27.232346,potentially_unsafe,0.0410943599999999,9.520637999999998,0.74109436,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,2,huron__bww8_Feb-03-2023-bww8-intloss_00000001::591,591,594,58.788419,59.140465,36.752984,385,38.65539,potentially_unsafe,0.1031045999999999,20.133029,0.8031046,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,3,huron__bww8_Feb-03-2023-bww8-intloss_00000001::621,621,623,61.645425,61.826772,59.140465,595,59.229457,potentially_unsafe,0.00591081,2.4159680000000066,0.70591081,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,4,huron__bww8_Feb-03-2023-bww8-intloss_00000001::926,926,928,94.316595,94.497402,61.826772,675,67.12469,potentially_unsafe,0.0972895666666666,27.191905000000006,0.7972895666666666,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000002,huron__bww8_Feb-03-2023-bww8-intloss_00000002,0,huron__bww8_Feb-03-2023-bww8-intloss_00000002::439,439,443,36.70497,37.046896,,46,3.926658,potentially_unsafe,0.1165741033333333,32.778312,0.8165741033333334,qwen/bww8_Feb-03-2023-bww8-intloss_00000002/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000002_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000002,huron__bww8_Feb-03-2023-bww8-intloss_00000002,1,huron__bww8_Feb-03-2023-bww8-intloss_00000002::669,669,683,60.640432,62.373055,37.046896,444,37.125692,potentially_unsafe,0.02776439,23.514739999999996,0.72776439,qwen/bww8_Feb-03-2023-bww8-intloss_00000002/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000002_h2_frame.csv
llava,appod,H20,20,huron,bww8_Feb-03-2023-bww8-intloss_00000002,huron__bww8_Feb-03-2023-bww8-intloss_00000002,2,huron__bww8_Feb-03-2023-bww8-intloss_00000002::688,688,696,63.020609,64.016182,62.373055,,,,,,,
llava,appod,H20,20,huron,cory1_Feb-16-2023-cory1-intloss_00000000,huron__cory1_Feb-16-2023-cory1-intloss_00000000,0,huron__cory1_Feb-16-2023-cory1-intloss_00000000::68,68,78,5.680737,6.532033,,24,1.990095,potentially_unsafe,0.0,3.6906419999999995,0.7,qwen/cory1_Feb-16-2023-cory1-intloss_00000000/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000000_h2_frame.csv
llava,appod,H20,20,huron,cory1_Feb-16-2023-cory1-intloss_00000000,huron__cory1_Feb-16-2023-cory1-intloss_00000000,1,huron__cory1_Feb-16-2023-cory1-intloss_00000000::98,98,105,8.194939,8.785111,6.532033,,,,,,,
llava,appod,H20,20,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,0,huron__cory1_Feb-16-2023-cory1-intloss_00000001::473,473,473,39.769127,39.769127,,133,11.115641,potentially_unsafe,0.2087026333333333,28.653485999999997,0.9087026333333333,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,1,huron__cory1_Feb-16-2023-cory1-intloss_00000001::510,510,515,42.834701,43.241204,39.769127,474,39.847191,potentially_unsafe,0.10430095,2.9875100000000003,0.80430095,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,2,huron__cory1_Feb-16-2023-cory1-intloss_00000001::843,843,843,70.623755,70.623755,43.241204,516,43.325769,potentially_unsafe,0.03397016,27.297986,0.73397016,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,3,huron__cory1_Feb-16-2023-cory1-intloss_00000001::1733,1733,1751,146.611453,148.099933,70.623755,858,71.863729,potentially_unsafe,0.1885242433333333,74.747724,0.8885242433333334,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,4,huron__cory1_Feb-16-2023-cory1-intloss_00000001::1762,1762,1764,148.995139,149.162222,148.099933,1753,148.264558,potentially_unsafe,0.0429929166666666,0.7305810000000008,0.7429929166666667,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,cory1_Feb-16-2023-cory1-intloss_00000002,huron__cory1_Feb-16-2023-cory1-intloss_00000002,0,huron__cory1_Feb-16-2023-cory1-intloss_00000002::406,406,406,33.84382,33.84382,,7,0.571505,potentially_unsafe,0.17437246,33.272315,0.87437246,qwen/cory1_Feb-16-2023-cory1-intloss_00000002/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000002_h2_frame.csv
llava,appod,H20,20,huron,cory1_Feb-16-2023-cory1-intloss_00000002,huron__cory1_Feb-16-2023-cory1-intloss_00000002,1,huron__cory1_Feb-16-2023-cory1-intloss_00000002::1089,1089,1089,91.666821,91.666821,33.84382,433,36.098112,potentially_unsafe,0.17372508,55.568709,0.87372508,qwen/cory1_Feb-16-2023-cory1-intloss_00000002/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000002_h2_frame.csv
llava,appod,H20,20,huron,cory1_Feb-16-2023-cory1-intloss_00000002,huron__cory1_Feb-16-2023-cory1-intloss_00000002,2,huron__cory1_Feb-16-2023-cory1-intloss_00000002::1120,1120,1122,94.393374,94.560832,91.666821,1090,91.769333,potentially_unsafe,0.04036667,2.624040999999991,0.74036667,qwen/cory1_Feb-16-2023-cory1-intloss_00000002/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000002_h2_frame.csv
llava,appod,H20,20,huron,cory1_Feb-16-2023-cory1-intloss_00000002,huron__cory1_Feb-16-2023-cory1-intloss_00000002,3,huron__cory1_Feb-16-2023-cory1-intloss_00000002::1363,1363,1369,115.786238,116.379826,94.560832,1129,95.165571,potentially_unsafe,0.0936609266666666,20.620666999999997,0.7936609266666665,qwen/cory1_Feb-16-2023-cory1-intloss_00000002/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000002_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000000,huron__soda3_Feb-21-2023-soda3-intloss_00000000,0,huron__soda3_Feb-21-2023-soda3-intloss_00000000::1076,1076,1088,93.984132,95.026734,,0,0.00836,potentially_unsafe,0.228556005,93.975772,0.928556005,qwen/soda3_Feb-21-2023-soda3-intloss_00000000/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000000_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000000,huron__soda3_Feb-21-2023-soda3-intloss_00000000,1,huron__soda3_Feb-21-2023-soda3-intloss_00000000::1591,1591,1591,137.812382,137.812382,95.026734,1089,95.108436,potentially_unsafe,0.1751337166666667,42.703946000000016,0.8751337166666667,qwen/soda3_Feb-21-2023-soda3-intloss_00000000/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000000_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000000,huron__soda3_Feb-21-2023-soda3-intloss_00000000,2,huron__soda3_Feb-21-2023-soda3-intloss_00000000::2243,2243,2245,191.261103,191.500738,137.812382,1592,137.891084,potentially_unsafe,0.0683099833333333,53.370018999999985,0.7683099833333333,qwen/soda3_Feb-21-2023-soda3-intloss_00000000/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000000_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,0,huron__soda3_Feb-21-2023-soda3-intloss_00000001::392,392,395,36.986741,37.338287,,196,16.512137,potentially_unsafe,0.23673563,20.474604000000003,0.93673563,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,1,huron__soda3_Feb-21-2023-soda3-intloss_00000001::401,401,403,37.97136,38.190927,37.338287,396,37.447513,potentially_unsafe,0.1919812066666666,0.5238469999999964,0.8919812066666666,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,2,huron__soda3_Feb-21-2023-soda3-intloss_00000001::405,405,407,38.367406,38.579696,38.190927,404,38.27883,potentially_unsafe,0.1713880266666666,0.08857600000000332,0.8713880266666666,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,3,huron__soda3_Feb-21-2023-soda3-intloss_00000001::409,409,415,38.784225,39.341308,38.579696,408,38.682469,potentially_unsafe,0.1612695666666667,0.10175600000000173,0.8612695666666668,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,4,huron__soda3_Feb-21-2023-soda3-intloss_00000001::481,481,483,46.194766,46.40057,39.341308,416,39.462871,potentially_unsafe,0.12635046,6.7318950000000015,0.82635046,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,5,huron__soda3_Feb-21-2023-soda3-intloss_00000001::488,488,490,46.984466,47.186473,46.40057,484,46.528743,potentially_unsafe,0.09695611,0.455722999999999,0.79695611,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,6,huron__soda3_Feb-21-2023-soda3-intloss_00000001::547,547,550,53.47624,53.81352,47.186473,491,47.27904,potentially_unsafe,0.2300896199999999,6.197199999999995,0.93008962,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,7,huron__soda3_Feb-21-2023-soda3-intloss_00000001::581,581,583,57.731239,58.004201,53.81352,551,53.990504,potentially_unsafe,0.1775378,3.740735000000001,0.8775378,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,8,huron__soda3_Feb-21-2023-soda3-intloss_00000001::806,806,808,81.413118,81.60453,58.004201,584,58.110487,potentially_unsafe,0.0856972866666666,23.302630999999998,0.7856972866666666,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,9,huron__soda3_Feb-21-2023-soda3-intloss_00000001::863,863,866,88.393185,88.700777,81.60453,809,81.70094,potentially_unsafe,0.2108408733333333,6.692245,0.9108408733333333,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,10,huron__soda3_Feb-21-2023-soda3-intloss_00000001::880,880,886,90.35647,91.078271,88.700777,867,88.809232,potentially_unsafe,0.10234451,1.5472380000000072,0.80234451,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,11,huron__soda3_Feb-21-2023-soda3-intloss_00000001::1152,1152,1152,119.690799,119.690799,91.078271,887,91.204998,potentially_unsafe,0.2480723199999999,28.485800999999995,0.9480723199999999,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
llava,appod,H20,20,huron,soda3_Feb-21-2023-soda3-intloss_00000002,huron__soda3_Feb-21-2023-soda3-intloss_00000002,0,huron__soda3_Feb-21-2023-soda3-intloss_00000002::206,206,209,18.586589,18.919622,,64,5.840117,potentially_unsafe,0.0,12.746472,0.7,qwen/soda3_Feb-21-2023-soda3-intloss_00000002/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000002_h2_frame.csv
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,0,pal__rosbag2_2025_07_11-13_55_25::447,447,494,15.013521,16.581196,,155,5.271057,potentially_unsafe,0.000442,9.742464000000002,0.700442,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,1,pal__rosbag2_2025_07_11-13_55_25::497,497,498,16.682252,16.714127,16.581196,495,16.614432,potentially_unsafe,0.35561,0.06781999999999755,1.05561,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,2,pal__rosbag2_2025_07_11-13_55_25::1478,1478,1525,49.40349,50.971311,16.714127,534,17.914614,potentially_unsafe,0.345095,31.488875999999998,1.0450949999999999,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,3,pal__rosbag2_2025_07_11-13_55_25::1562,1562,1563,52.208054,52.240201,50.971311,1527,51.038909,potentially_unsafe,0.000387,1.1691450000000003,0.700387,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,4,pal__rosbag2_2025_07_11-13_55_25::1570,1570,1685,52.47278,56.309149,52.240201,,,,,,,
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,5,pal__rosbag2_2025_07_11-13_55_25::1688,1688,1855,56.411006,61.980248,56.309149,,,,,,,
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,6,pal__rosbag2_2025_07_11-13_55_25::2251,2251,2314,75.190733,77.292019,61.980248,1983,66.249598,potentially_unsafe,0.000953,8.941134999999989,0.700953,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,7,pal__rosbag2_2025_07_11-13_55_25::2709,2709,2728,90.468053,91.100589,77.292019,2492,83.230449,potentially_unsafe,0.00333,7.237604000000005,0.70333,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,8,pal__rosbag2_2025_07_11-13_55_25::2775,2775,2796,92.668313,93.369377,91.100589,,,,,,,
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,9,pal__rosbag2_2025_07_11-13_55_25::2803,2803,2816,93.602591,94.035991,93.369377,2797,93.402311,potentially_unsafe,0.001308,0.20028000000000645,0.701308,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,10,pal__rosbag2_2025_07_11-13_55_25::2819,2819,2820,94.136695,94.169595,94.035991,,,,,,,
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,11,pal__rosbag2_2025_07_11-13_55_25::2823,2823,2824,94.269631,94.302894,94.169595,,,,,,,
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,12,pal__rosbag2_2025_07_11-13_55_25::2945,2945,2948,98.339905,98.439135,94.302894,2943,98.273758,potentially_unsafe,0.013497,0.06614700000000084,0.713497,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,13,pal__rosbag2_2025_07_11-13_55_25::2951,2951,2978,98.539809,99.440714,98.439135,2949,98.474243,potentially_unsafe,0.014247,0.06556600000000401,0.7142470000000001,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,14,pal__rosbag2_2025_07_11-13_55_25::3023,3023,3232,100.941607,107.914895,99.440714,,,,,,,
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,15,pal__rosbag2_2025_07_11-13_55_25::3275,3275,3483,109.347361,116.286366,107.914895,,,,,,,
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,16,pal__rosbag2_2025_07_11-13_55_25::3489,3489,3489,116.485537,116.485537,116.286366,,,,,,,
llava,appod,H20,20,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,17,pal__rosbag2_2025_07_11-13_55_25::3666,3666,3667,122.390863,122.424199,116.485537,,,,,,,
llava,appod,H22,22,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,0,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000156,defaced_2021-04-24-11-20-18_frame_000156,defaced_2021-04-24-11-20-18_frame_000160,1619256030.010507,1619256030.2988803,,defaced_2021-04-24-11-20-18_frame_000013,1619256019.1224778,potentially_unsafe,0.1403136130001667,10.888029336929321,0.8403136130001667,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
llava,appod,H22,22,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,1,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000472,defaced_2021-04-24-11-20-18_frame_000472,defaced_2021-04-24-11-20-18_frame_000483,1619256054.1597729,1619256054.9489992,1619256030.2988803,defaced_2021-04-24-11-20-18_frame_000161,1619256030.4325607,potentially_unsafe,0.1628870491246723,23.72721219062805,0.8628870491246723,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
